pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,league_name,club_name,nationality_name,skill_moves,release_clause_eur,preferred_foot,composite_score,rank_overall,rank_composite
56.0,48.0,62.0,61.0,71.0,72.0,52,49,68,Róber,Roberto Suárez Pier,"CB, CDM",70,73,1800000.0,7000.0,27,182,74,La Liga 2,Levante,Spain,2,3000000.0,Right,63.81999999999999,22,1569
68.0,47.0,63.0,65.0,64.0,67.0,65,38,65,J. Bennett,Joe Bennett,"LB, LWB",67,67,700000.0,4000.0,32,183,74,Championship,Wigan Athletic,England,3,1300000.0,Left,63.81999999999999,25,1569
76.0,40.0,65.0,62.0,60.0,71.0,69,40,56,M. Konczkowski,Martin Konczkowski,"RB, RM",67,67,925000.0,4000.0,28,181,78,Ekstraklasa,Śląsk Wrocław,Poland,3,1200000.0,Right,63.81999999999999,25,1569
63.0,65.0,64.0,71.0,36.0,55.0,66,70,41,Hugo Vallejo,Hugo Claudio Vallejo Avilés,"LM, RM",67,76,2300000.0,7000.0,22,185,80,La Liga 2,Ponferradina,Spain,3,3200000.0,Right,63.81999999999999,25,1569
60.0,38.0,55.0,53.0,73.0,85.0,50,29,76,D. Bulthuis,Dave Bulthuis,CB,74,74,2700000.0,6000.0,32,192,78,K League 1,Suwon Bluewings,Netherlands,2,3400000.0,Left,63.800000000000004,18,1570
65.0,31.0,65.0,63.0,72.0,70.0,60,25,69,M. Dárdai,Márton Dárdai,CB,71,82,3800000.0,12000.0,20,188,77,Bundesliga,Hertha BSC,Germany,2,7600000.0,Left,63.800000000000004,21,1570
67.0,47.0,50.0,57.0,69.0,79.0,36,51,78,E. Agbadou,Emmanuel Elysee Djedje Agbadou,"CB, CDM",71,78,3400000.0,13000.0,25,192,86,Ligue 1,Reims,Côte d'Ivoire,2,7500000.0,Right,63.800000000000004,21,1570
43.0,63.0,64.0,66.0,65.0,73.0,50,63,63,Pedro Moreira,Pedro Manuel da Silva Moreira,"CM, CDM",68,68,750000.0,4000.0,33,182,76,Liga Portugal,Arouca,Portugal,3,1500000.0,Right,63.800000000000004,24,1570
66.0,66.0,59.0,70.0,22.0,66.0,52,68,64,M. Raguž,Marko Raguž,ST,68,73,1800000.0,8000.0,24,192,80,Bundesliga,Austria Wien,Austria,3,2700000.0,Right,63.800000000000004,24,1570
52.0,53.0,66.0,66.0,65.0,71.0,60,48,71,O. Thioune,Ousseynou Thioune,CDM,68,68,1100000.0,3000.0,28,180,72,Ligue 2,Dijon,Senegal,2,1900000.0,Right,63.800000000000004,24,1570
73.0,68.0,50.0,73.0,37.0,45.0,42,72,65,Hugo Novoa,Hugo Novoa Ramos,"ST, CF, RM",68,81,2900000.0,11000.0,19,182,70,Super League,Basel,Spain,3,3200000.0,Right,63.800000000000004,24,1570
77.0,55.0,57.0,62.0,62.0,66.0,55,59,54,Mi Haolun,糜昊伦,"LB, LWB",65,65,625000.0,3000.0,29,175,60,Super League,Shenzhen,China PR,2,969000.0,Left,63.800000000000004,27,1570
68.0,64.0,58.0,62.0,32.0,74.0,46,68,76,A. Vombergar,Andrés Vombergar,"ST, CF",68,68,1300000.0,7000.0,27,187,79,Liga Profesional,San Lorenzo,Slovenia,2,2000000.0,Right,63.8,24,1571
82.0,62.0,60.0,64.0,30.0,64.0,62,62,61,T. Zentena,Thiago Claudnei Zentena,"LM, ST",65,65,700000.0,500.0,30,182,71,Liga De Futbol Prof,Royal Pari,Uruguay,3,1500000.0,Right,63.8,27,1571
67.0,63.0,65.0,67.0,48.0,58.0,64,62,51,M. Jacobs,Michael Edward Jacobs,LM,65,65,700000.0,4000.0,30,175,74,League One,Portsmouth,England,3,1200000.0,Right,63.8,27,1571
80.0,62.0,60.0,66.0,35.0,59.0,61,60,50,J. Łukowski,Jakub Łukowski,"RM, ST",65,66,850000.0,1000.0,26,172,67,Ekstraklasa,Korona Kielce,Poland,2,1200000.0,Right,63.8,27,1571
75.0,65.0,57.0,65.0,34.0,72.0,57,65,60,C. Washington,Conor James Washington,ST,65,65,700000.0,5000.0,30,178,85,Championship,Rotherham United,Northern Ireland,2,1300000.0,Right,63.8,27,1571
68.0,58.0,59.0,64.0,60.0,72.0,42,58,47,C. Slattery,Callum Slattery,"CDM, CM",65,72,1300000.0,2000.0,23,180,80,Premiership,Motherwell,England,2,2500000.0,Right,63.8,27,1571
63.0,58.0,62.0,64.0,62.0,74.0,52,50,52,T. Ndenge,Tsiy-William Ndenge,"CDM, CM",65,71,1000000.0,3000.0,25,189,84,Super League,Grasshopper,Cameroon,3,1700000.0,Left,63.8,27,1571
85.0,61.0,48.0,68.0,35.0,71.0,35,63,64,S. Odey,Stephen Pius Odey,ST,65,70,1100000.0,4000.0,24,182,78,Superliga,Randers,Nigeria,3,1500000.0,Right,63.8,27,1571
67.0,54.0,62.0,67.0,59.0,71.0,58,53,48,S. Diarra,Souleymane Diarra,"CDM, CM",65,67,775000.0,2000.0,27,173,72,Ligue 2,Guingamp,Mali,3,1400000.0,Right,63.79999999999999,27,1572
61.0,47.0,59.0,67.0,70.0,65.0,52,42,73,C. Dell'Orco,Christian Dell'Orco,CB,69,69,1200000.0,2000.0,28,183,75,Serie B,Perugia,Italy,2,1900000.0,Left,63.78,23,1573
68.0,37.0,63.0,66.0,67.0,68.0,69,19,64,João Moutinho,João Gervásio Bragança Moutinho,LB,69,73,1900000.0,7000.0,24,182,71,Serie A,Spezia,Portugal,2,3600000.0,Left,63.78,23,1573
68.0,49.0,64.0,65.0,63.0,68.0,65,39,55,L. Jans,Laurent Jans,"RB, LB",66,66,750000.0,2000.0,29,175,75,3. Liga,Waldhof Mannheim,Luxembourg,3,1100000.0,Right,63.78,26,1573
81.0,61.0,61.0,68.0,31.0,50.0,64,62,42,J. Sims,Joshua Sims,"LM, RM",66,68,1100000.0,2000.0,25,175,67,Premiership,Ross County,England,3,2000000.0,Right,63.78,26,1573
53.0,58.0,69.0,67.0,61.0,68.0,68,50,60,A. Irving,Andrew Irving,"CM, CDM, CAM",66,73,1700000.0,3000.0,22,190,78,Bundesliga,Austria Klagenfurt,Scotland,3,2800000.0,Left,63.78,26,1573
80.0,61.0,59.0,71.0,35.0,46.0,56,59,38,E. Lombardo,Enzo Lombardo,LM,66,69,1100000.0,3000.0,25,174,69,La Liga 2,Huesca,France,3,1800000.0,Right,63.78,26,1573
81.0,64.0,59.0,70.0,23.0,52.0,60,63,54,J. Kadile,Junior Morau Kadile,LM,66,79,2000000.0,7000.0,19,182,76,Liga Portugal,Famalicão,France,3,3200000.0,Right,63.78,26,1573
77.0,67.0,59.0,69.0,26.0,53.0,49,68,60,Jaume Cuéllar,Jaume Albert Cuéllar Mendoza,"RM, LM",66,78,2100000.0,2000.0,20,180,69,La Liga 2,Lugo,Bolivia,3,3700000.0,Right,63.78,26,1573
77.0,62.0,59.0,66.0,35.0,60.0,66,58,42,Y. Arismendi,Yair Arismendi,"LM, RM",66,71,1300000.0,3000.0,24,163,62,Liga Profesional,Sarmiento,Argentina,3,2000000.0,Left,63.78,26,1573
37.0,60.0,71.0,67.0,63.0,70.0,70,54,58,M. Bradley,Michael Bradley,"CDM, CM, CB",69,69,475000.0,4000.0,34,185,87,Major League Soccer,Toronto,United States,2,713000.0,Right,63.779999999999994,23,1574
58.0,48.0,62.0,61.0,68.0,77.0,53,43,68,Nuno Reis,Nuno Miguel Pereira Reis,CB,69,69,950000.0,6000.0,31,178,73,A-League,Melbourne City,Portugal,2,1200000.0,Right,63.779999999999994,23,1574
54.0,52.0,62.0,62.0,68.0,75.0,61,43,68,E. Marxen,Erik Marxen,CB,69,69,950000.0,6000.0,31,185,80,Superliga,Nordsjælland,Denmark,2,1200000.0,Left,63.779999999999994,23,1574
72.0,40.0,61.0,68.0,65.0,56.0,70,34,48,R. Frosler,Reeve Frosler,"RB, LB, RM",69,72,1800000.0,500.0,24,173,69,Premier League,Kaizer Chiefs,South Africa,3,4000000.0,Right,63.779999999999994,23,1574
73.0,65.0,58.0,71.0,31.0,58.0,52,67,63,D. Florea,Daniel Constantin Florea,"ST, CF",66,66,425000.0,5000.0,34,173,65,Liga 1,Voluntari,Romania,3,574000.0,Right,63.779999999999994,26,1574
63.0,57.0,65.0,66.0,56.0,65.0,57,55,41,H. Al Qahtani,Hussain Al Qahtani,"CM, CDM",66,66,900000.0,10000.0,27,177,69,Pro League,Al Shabab,Saudi Arabia,3,1500000.0,Right,63.779999999999994,26,1574
80.0,62.0,62.0,67.0,29.0,52.0,60,62,43,J. Sarmiento,Jeremy Sarmiento,"RM, LM",66,80,2100000.0,12000.0,20,183,73,Premier League,Brighton & Hove Albion,Ecuador,3,5300000.0,Right,63.779999999999994,26,1574
70.0,39.0,57.0,68.0,67.0,68.0,66,34,67,A. Fiola,Attila Csaba Fiola,"RWB, CB, RB",69,69,1900000.0,7000.0,32,183,78,,,Hungary,3,3200000.0,Right,63.77999999999999,23,1575
86.0,65.0,50.0,65.0,24.0,67.0,46,68,62,C. Omoigui,Cedric Omoigui,"ST, LM",66,66,925000.0,3000.0,27,182,74,La Liga 2,Racing Santander,Nigeria,3,1400000.0,Left,63.77999999999999,26,1575
60.0,57.0,64.0,61.0,66.0,66.0,70,50,64,E. Schelotto,Matías Ezequiel Schelotto,"RB, RWB",67,67,525000.0,4000.0,33,187,77,Liga Profesional,Aldosivi,Italy,3,761000.0,Right,63.760000000000005,25,1576
73.0,64.0,52.0,63.0,33.0,79.0,38,67,66,C. Bishop,Colby David Bishop,ST,67,70,1400000.0,5000.0,25,183,72,League One,Portsmouth,England,3,2600000.0,Right,63.760000000000005,25,1576
73.0,66.0,64.0,66.0,17.0,61.0,60,65,52,N. Maeda,前田 尚輝,"RM, CAM, ST",67,67,1100000.0,6000.0,27,175,66,Eredivisie,FC Utrecht,Japan,3,1700000.0,Left,63.760000000000005,25,1576
72.0,68.0,49.0,66.0,36.0,70.0,41,72,66,Claudio Silbeiro,Claudio Ever Silbeiro Martins,ST,67,67,1100000.0,7000.0,26,182,75,Serie A,Cuiabá,Brazil,3,2100000.0,Left,63.760000000000005,25,1576
82.0,41.0,58.0,65.0,60.0,64.0,62,30,50,Ale Díez,Alejandro Díez Salomón,"RB, RM, LB",67,70,1200000.0,3000.0,26,175,74,La Liga 2,Ponferradina,Spain,2,2000000.0,Right,63.760000000000005,25,1576
87.0,46.0,55.0,64.0,55.0,57.0,64,42,39,J. Marx,Jan Hendrik Marx,"RWB, RM, RB",67,68,1100000.0,5000.0,27,171,68,2. Bundesliga,Eintracht Braunschweig,Germany,2,1800000.0,Right,63.760000000000005,25,1576
78.0,34.0,46.0,54.0,73.0,79.0,34,30,75,P. Pfeiffer,Patric Pfeiffer,CB,73,78,4200000.0,13000.0,22,196,91,2. Bundesliga,Darmstadt 98,Germany,2,7000000.0,Right,63.76,19,1577
68.0,32.0,65.0,65.0,66.0,70.0,68,26,55,S. Moreira,Steven Moreira,"RB, RWB",70,70,1500000.0,5000.0,27,179,75,Major League Soccer,Columbus Crew,France,3,2300000.0,Right,63.76,22,1577
70.0,39.0,58.0,60.0,69.0,73.0,49,33,69,M. Rose,Michael Rose,CB,70,73,1800000.0,12000.0,26,188,70,Championship,Coventry City,Scotland,2,3600000.0,Right,63.76,22,1577
75.0,35.0,54.0,65.0,67.0,71.0,64,33,56,M. Bola,Marc Bola,"LWB, LB",70,75,2200000.0,13000.0,24,185,78,Championship,Middlesbrough,England,2,4300000.0,Left,63.76,22,1577
70.0,51.0,63.0,64.0,62.0,58.0,66,45,62,Víctor García,Víctor García Marín,"LWB, LM, LB",67,67,925000.0,4000.0,28,180,74,Ekstraklasa,Śląsk Wrocław,Spain,3,1200000.0,Left,63.76,25,1577
81.0,66.0,52.0,60.0,26.0,72.0,40,62,72,S. Ganvoula,Silvère Ganvoula M'boussy,ST,67,70,1300000.0,9000.0,26,191,90,Bundesliga,VfL Bochum 1848,Congo,2,2400000.0,Right,63.76,25,1577
88.0,58.0,52.0,71.0,27.0,51.0,59,63,40,E. Chilufya,Edward Chilufya,"RW, LW",67,76,2300000.0,9000.0,22,171,65,Superliga,Midtjylland,Zambia,3,3500000.0,Right,63.76,25,1577
72.0,55.0,65.0,68.0,31.0,65.0,69,62,45,F. Bilbija,Filip Bilbija,"LW, RW",67,77,2300000.0,5000.0,22,189,78,2. Bundesliga,Hamburger SV,Germany,3,4100000.0,Right,63.76,25,1577
64.0,59.0,60.0,62.0,65.0,61.0,37,55,56,M. Alfonso,Matías Alfonso,"CM, CDM",67,74,2100000.0,500.0,22,171,68,Primera Division,River Plate,Paraguay,2,4900000.0,Left,63.76,25,1577
37.0,73.0,62.0,62.0,48.0,80.0,60,69,87,A. Carroll,Andy Carroll,ST,70,70,1000000.0,13000.0,33,193,79,Championship,Reading,England,2,1900000.0,Left,63.75999999999999,22,1578
63.0,46.0,64.0,69.0,64.0,68.0,62,34,45,D. Agazzi,Davide Agazzi,"CM, CDM",67,67,1000000.0,2000.0,29,173,70,Serie B,Ternana,Italy,3,1600000.0,Right,63.75999999999999,25,1578
81.0,56.0,57.0,73.0,33.0,49.0,61,59,37,E. Ceïde,Emil Konradsen Ceïde,"LM, LW, RM",67,77,2200000.0,8000.0,20,175,71,Serie A,Sassuolo,Norway,4,4200000.0,Right,63.75999999999999,25,1578
78.0,57.0,62.0,71.0,33.0,47.0,65,61,33,Kevin,Kevin Villodres Medina,"LM, RM, RW",67,77,2300000.0,3000.0,21,173,69,Liga Portugal,Gil Vicente,Spain,4,3200000.0,Right,63.75999999999999,25,1578
60.0,61.0,66.0,68.0,55.0,64.0,66,63,57,H. Al Moqahwi,Housain Ali Jassim Al-Mogahwi,"CM, CAM, CDM",65,65,325000.0,7000.0,34,175,68,Pro League,Al Fateh,Saudi Arabia,3,536000.0,Right,63.74000000000001,27,1579
68.0,30.0,51.0,61.0,74.0,75.0,47,18,78,J. Castelletto,Jean-Charles Castelletto,CB,74,75,4200000.0,20000.0,27,186,78,Ligue 1,Nantes,Cameroon,2,8700000.0,Right,63.74,18,1580
54.0,53.0,58.0,56.0,71.0,76.0,43,45,71,A. Milošević,Goran Alexander Sjöström Milošević,CB,71,71,1500000.0,6000.0,30,191,82,Allsvenskan,AIK,Sweden,2,1900000.0,Right,63.74,21,1580
67.0,43.0,52.0,58.0,70.0,79.0,40,34,66,B. Moe,Brede Mathias Moe,CB,71,71,1500000.0,4000.0,30,184,84,Eliteserien,Bodø / Glimt,Norway,2,2000000.0,Right,63.74,21,1580
55.0,73.0,55.0,65.0,23.0,70.0,41,76,78,L. Pons,Luciano Daniel Pons,ST,71,71,1500000.0,3000.0,32,181,79,Liga BetPlay,Independiente Medellín,Argentina,2,2000000.0,Right,63.74,21,1580
43.0,66.0,65.0,58.0,67.0,78.0,63,60,66,C. Săpunaru,Ionuț Cristian Săpunaru,"CB, CDM",68,68,220000.0,3000.0,38,187,81,Liga 1,Rapid Bucuresti,Romania,2,297000.0,Right,63.74,24,1580
57.0,68.0,57.0,64.0,39.0,78.0,51,70,71,C. Evans,Ched Evans,ST,68,68,775000.0,15000.0,33,183,76,Championship,Preston North End,Wales,2,1500000.0,Right,63.74,24,1580
66.0,46.0,58.0,63.0,65.0,78.0,56,40,67,D. Williams,Derrick Williams,CB,68,68,1000000.0,4000.0,29,185,75,Major League Soccer,DC United,Republic of Ireland,2,1500000.0,Left,63.74,24,1580
69.0,57.0,68.0,70.0,29.0,52.0,58,58,36,H. Domingo,Haashim Domingo,"CAM, CM, CDM",68,69,1400000.0,550.0,26,169,65,Premier League,Mamelodi Sundowns,South Africa,3,3200000.0,Right,63.74,24,1580
79.0,61.0,61.0,70.0,32.0,55.0,63,62,35,D. Arzani,Daniel Arzani,LM,65,71,1100000.0,1000.0,23,171,73,A-League,Macarthur,Australia,4,1600000.0,Right,63.74,27,1580
70.0,66.0,59.0,64.0,48.0,63.0,55,69,53,R. Niemeijer,Reuven Niemeijer,"CAM, RM",65,66,825000.0,1000.0,27,178,71,Serie B,Brescia,Netherlands,3,1300000.0,Right,63.74,27,1580
82.0,61.0,61.0,64.0,28.0,65.0,64,60,54,V. Costache,Valentin Ionuț Costache,"LW, RW, ST",65,70,1100000.0,3000.0,23,176,72,Liga 1,Rapid Bucuresti,Romania,3,1600000.0,Right,63.74,27,1580
65.0,67.0,57.0,63.0,30.0,75.0,60,70,66,K. Wriedt,Kwasi Okyere Wriedt,ST,68,68,1300000.0,9000.0,27,188,82,2. Bundesliga,Holstein Kiel,Ghana,3,2000000.0,Left,63.739999999999995,24,1581
74.0,45.0,59.0,61.0,63.0,68.0,65,37,55,H. Ahmed,Homam Ahmed,LWB,68,75,1900000.0,7000.0,22,188,75,,,Qatar,2,3200000.0,Left,63.739999999999995,24,1581
69.0,58.0,62.0,67.0,56.0,61.0,60,56,52,A. Tanaka,田中 亜土夢,"CAM, LW, CM",65,65,325000.0,500.0,34,167,69,Veikkausliiga,HJK,Japan,3,699000.0,Right,63.739999999999995,27,1581
76.0,50.0,65.0,71.0,56.0,49.0,58,50,49,K. Goudmijn,Kenzo Goudmijn,"CAM, CF",65,77,1700000.0,2000.0,20,173,58,Eredivisie,Excelsior,Netherlands,3,3200000.0,Right,63.739999999999995,27,1581
59.0,43.0,51.0,61.0,70.0,84.0,29,38,68,R. Pérez,Rafael Pérez,CB,72,72,1500000.0,11000.0,32,186,76,Liga Profesional,Talleres Córdoba,Colombia,2,2300000.0,Right,63.720000000000006,20,1582
71.0,42.0,55.0,63.0,67.0,73.0,62,42,68,N. Ioannou,Nikolas Ioannou,"LB, LWB",69,70,1500000.0,2000.0,26,183,76,Serie B,Como,Cyprus,2,2500000.0,Left,63.720000000000006,23,1582
68.0,52.0,63.0,62.0,63.0,69.0,70,47,58,Lee Yong,이용 李镕,"RB, CB",66,66,275000.0,2000.0,35,180,76,K League 1,Jeonbuk Motors,Korea Republic,2,358000.0,Right,63.720000000000006,26,1582
74.0,65.0,57.0,64.0,29.0,73.0,58,66,66,S. Smith,Samuel Toby Smith,"ST, RM",66,69,1200000.0,3000.0,24,185,73,League One,Cambridge United,England,2,2200000.0,Left,63.720000000000006,26,1582
43.0,32.0,55.0,59.0,80.0,84.0,60,26,79,J. Palomino,José Luis Palomino,CB,78,78,9000000.0,44000.0,32,188,87,Serie A,Atalanta,Argentina,2,15300000.0,Left,63.72,14,1583
65.0,32.0,53.0,55.0,78.0,74.0,37,27,73,A. Pieper,Amos Pieper,CB,75,79,7000000.0,18000.0,24,191,84,Bundesliga,Werder Bremen,Germany,2,13100000.0,Right,63.72,17,1583
66.0,36.0,54.0,60.0,72.0,78.0,45,38,71,T. Lockyer,Thomas Alun Lockyer,CB,72,72,2200000.0,22000.0,27,185,72,Championship,Luton Town,Wales,2,4200000.0,Right,63.72,20,1583
71.0,35.0,51.0,59.0,71.0,79.0,53,29,73,Juninho,José Carlos Ferreira Júnior,CB,72,74,2500000.0,18000.0,27,187,80,Superliga,Midtjylland,Brazil,2,3400000.0,Left,63.72,20,1583
51.0,50.0,65.0,69.0,64.0,68.0,53,40,54,W. Trapp,Wil Trapp,CDM,69,69,1200000.0,4000.0,29,173,69,Major League Soccer,Minnesota United,United States,3,1800000.0,Right,63.72,23,1583
75.0,35.0,62.0,65.0,63.0,65.0,69,23,45,G. Zappa,Gabriele Zappa,"RB, RWB",69,77,3000000.0,2000.0,22,187,75,Serie B,Cagliari,Italy,2,5400000.0,Right,63.72,23,1583
69.0,49.0,72.0,65.0,56.0,56.0,72,48,58,W. Segrado,Walter Segrado,"RB, RM, LM",66,66,850000.0,500.0,26,174,73,Liga Pro,Delfin,Ecuador,3,1800000.0,Right,63.72,26,1583
87.0,39.0,58.0,65.0,56.0,68.0,61,38,42,Kim Yong Hwan,김용환 金永焕,RB,66,66,750000.0,2000.0,29,175,67,K League 1,Pohang Steelers,Korea Republic,2,938000.0,Right,63.72,26,1583
79.0,65.0,56.0,69.0,24.0,60.0,56,62,60,A. Donis,Anastasios Donis,"ST, RM",66,69,1100000.0,500.0,25,178,77,1. Division,APOEL,Greece,3,2500000.0,Right,63.72,26,1583
82.0,66.0,51.0,67.0,26.0,64.0,55,69,56,N. Robertha,Nigel Robertha,"ST, LW",66,72,1400000.0,2000.0,24,185,77,Major League Soccer,DC United,Curacao,3,2400000.0,Left,63.72,26,1583
88.0,64.0,51.0,68.0,22.0,58.0,43,67,58,D. Redan,Daishawn Orpheo Marvin Redan,ST,66,77,1900000.0,7000.0,21,176,76,Eredivisie,FC Utrecht,Netherlands,3,3200000.0,Right,63.72,26,1583
74.0,64.0,59.0,65.0,25.0,73.0,61,66,60,D. Hanslik,Daniel Patrick Hanslik,"ST, LM, RM",66,68,1100000.0,4000.0,25,186,81,2. Bundesliga,Kaiserslautern,Germany,3,1800000.0,Left,63.72,26,1583
83.0,60.0,59.0,70.0,27.0,51.0,64,65,40,N. Thomas,Nigel Thomas,"LW, RW",66,77,1800000.0,2000.0,19,177,77,Liga Portugal,Paços de Ferreira,Netherlands,3,4100000.0,Right,63.72,26,1583
81.0,62.0,58.0,65.0,33.0,57.0,59,61,62,Benny Sousa,Bernardo Martins Sousa,"RW, RM",66,71,1300000.0,3000.0,22,178,73,Liga Portugal,Chaves,Portugal,3,2800000.0,Left,63.72,26,1583
67.0,59.0,66.0,66.0,47.0,59.0,62,58,42,Y. Asprilla,Yáser Asprilla,"CAM, CM",66,79,2000000.0,4000.0,18,175,75,Championship,Watford,Colombia,3,5100000.0,Left,63.72,26,1583
79.0,39.0,53.0,57.0,68.0,78.0,42,40,69,I. Ogbu,Igoh Ogbu,CB,69,76,2600000.0,2000.0,22,187,78,Eliteserien,Lillestrøm,Nigeria,2,3800000.0,Right,63.71999999999999,23,1584
64.0,59.0,63.0,62.0,61.0,65.0,67,56,49,E. Bennett,Elliott Bennett,RWB,66,66,450000.0,3000.0,33,178,73,League One,Shrewsbury Town,England,3,788000.0,Right,63.71999999999999,26,1584
55.0,62.0,67.0,65.0,58.0,66.0,62,62,63,Jozabed,Jozabed Sánchez Ruiz,"CM, CDM, CAM",66,66,700000.0,3000.0,31,180,70,La Liga 2,Málaga,Spain,3,1100000.0,Right,63.71999999999999,26,1584
38.0,55.0,71.0,60.0,64.0,83.0,72,45,69,A. Jahouh,Ahmed Jahouh,CDM,70,70,800000.0,2000.0,33,188,82,Super League,Mumbai City,Morocco,3,1100000.0,Right,63.70000000000001,22,1585
58.0,72.0,53.0,65.0,23.0,76.0,38,75,73,Sergio Castel,Sergio Castel Martínez,ST,70,71,1900000.0,6000.0,27,188,90,La Liga 2,UD Ibiza,Spain,2,3100000.0,Right,63.7,22,1586
66.0,50.0,61.0,63.0,63.0,72.0,49,40,61,M. Laba,Matías Alejandro Laba,"CDM, CM",67,67,850000.0,5000.0,30,174,70,Liga Profesional,Central Cordoba SdE,Argentina,2,1200000.0,Right,63.7,25,1586
76.0,48.0,58.0,63.0,62.0,63.0,62,46,54,Jadenilson Baia,Jadenilson Nuno Baia Paneira,"RWB, RB",67,67,375000.0,9000.0,34,167,63,Serie A,Corinthians,Brazil,2,713000.0,Right,63.7,25,1586
77.0,66.0,55.0,67.0,21.0,64.0,48,67,64,Marc Gual,Marc Gual Huguet,"ST, CF",67,68,1200000.0,4000.0,26,186,73,Ekstraklasa,Jagiellonia Białystok,Spain,3,1700000.0,Right,63.7,25,1586
81.0,61.0,59.0,69.0,26.0,49.0,61,63,49,N. Shipnoski,Nicklas Shipnoski,"RM, CAM, RW",67,70,1400000.0,7000.0,24,184,75,2. Bundesliga,Jahn Regensburg,Germany,3,3200000.0,Right,63.699999999999996,25,1587
79.0,45.0,59.0,63.0,61.0,62.0,61,47,54,A. Björnström,Axel Erik Gustaf Björnström,LB,67,68,1100000.0,3000.0,26,176,67,Allsvenskan,AIK,Sweden,3,1500000.0,Left,63.699999999999996,25,1587
75.0,44.0,59.0,64.0,62.0,69.0,62,36,56,R. Decostere,Robbe Decostere,"RB, RWB",67,74,1900000.0,4000.0,24,180,68,Jupiler Pro League,Cercle Brugge,Belgium,2,3100000.0,Left,63.699999999999996,25,1587
77.0,63.0,59.0,70.0,25.0,52.0,63,67,43,Alkain,Xeber Alkain Mitxelena,"RM, ST",67,70,1300000.0,4000.0,25,174,69,La Liga 2,Deportivo Alavés,Spain,4,2200000.0,Right,63.699999999999996,25,1587
73.0,48.0,70.0,74.0,34.0,51.0,63,48,27,B. El Khannouss,Bilal El Khannouss,"CAM, CM",67,84,2600000.0,2000.0,18,180,70,Jupiler Pro League,Genk,Morocco,3,5500000.0,Right,63.699999999999996,25,1587
66.0,53.0,58.0,60.0,66.0,75.0,53,49,62,M. Ndiaye,Mor Ndiaye,CDM,67,77,2200000.0,2000.0,21,185,78,Liga Portugal,Estoril,Senegal,2,5100000.0,Right,63.699999999999996,25,1587
78.0,36.0,60.0,65.0,62.0,75.0,65,30,61,J. Emmanuel,Joshua Emmanuel,"RB, RWB, CB",67,72,1400000.0,5000.0,24,180,80,Championship,Hull City,England,3,2800000.0,Right,63.69999999999999,25,1588
68.0,26.0,52.0,63.0,74.0,76.0,27,21,76,M. Pongračić,Marin Pongračić,CB,74,78,5500000.0,28000.0,24,193,97,Serie A,Lecce,Croatia,2,3200000.0,Right,63.68000000000001,18,1589
66.0,68.0,53.0,64.0,36.0,70.0,47,68,67,G. Pușcaș,George Alexandru Puşcaş,ST,68,71,1600000.0,9000.0,26,188,78,Serie B,Genoa,Romania,3,3200000.0,Right,63.68000000000001,24,1589
70.0,41.0,60.0,66.0,64.0,70.0,66,35,57,Fernando Fonseca,Fernando Manuel Ferreira Fonseca,RB,68,71,1500000.0,4000.0,25,182,75,Liga Portugal,Paços de Ferreira,Portugal,3,3300000.0,Right,63.68000000000001,24,1589
67.0,52.0,63.0,67.0,57.0,73.0,58,50,58,Y. Kaabouni,Younès Kaabouni,"CDM, CM",65,68,825000.0,2000.0,27,179,66,Ligue 2,Sochaux,France,3,1500000.0,Right,63.68000000000001,27,1589
59.0,38.0,51.0,61.0,74.0,76.0,33,30,75,Pedro Mendes,Pedro Filipe Teodósio Mendes,CB,74,74,2900000.0,19000.0,31,186,78,Ligue 1,Montpellier,Portugal,2,5500000.0,Right,63.68,18,1590
42.0,73.0,55.0,69.0,39.0,71.0,34,72,80,G. Carrillo,Guido Marcelo Carrillo,ST,71,71,1600000.0,10000.0,31,191,87,Liga Profesional,Estudiantes,Argentina,3,2400000.0,Right,63.68,21,1590
60.0,45.0,56.0,61.0,72.0,72.0,32,33,70,J. van Hecke,Jan Paul van Hecke,CB,71,78,3500000.0,28000.0,22,185,78,Premier League,Brighton & Hove Albion,Netherlands,2,7400000.0,Right,63.68,21,1590
57.0,63.0,65.0,74.0,38.0,52.0,60,65,64,E. Revolledo,Eros Roque Revolledo,"RM, CAM",68,68,1400000.0,500.0,22,184,78,Primera División,Guaireña,Paraguay,4,3000000.0,Right,63.68,24,1590
56.0,69.0,61.0,65.0,31.0,75.0,56,68,71,F. Santander,Federico Javier Santander Mereles,ST,68,68,1000000.0,2000.0,31,187,84,Serie B,Reggina,Paraguay,3,1600000.0,Right,63.68,24,1590
74.0,65.0,55.0,66.0,23.0,65.0,59,64,75,M. Konaté,Pape Moussa Konaté,ST,68,68,1200000.0,4000.0,29,183,78,Ligue 2,Dijon,Senegal,3,2100000.0,Right,63.68,24,1590
84.0,64.0,56.0,68.0,29.0,55.0,55,66,55,J. Correa,Joris Correa,"ST, LM, RW",65,65,725000.0,2000.0,28,171,68,Ligue 2,Grenoble Foot 38,France,3,1300000.0,Right,63.68,27,1590
